ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1268,100,เหมืองแพร่ - นาเจริญ,5+000,1252,672,65,42,0,833,363,264,73,0,3563,20.833,72,990,เลยที่ 2 (ด่านซ้าย),เลย
1268,200,นาเจริญ - ปางไฮ,119+628,962,683,24,18,5,547,709,638,584,508,4678,52.637,305,752,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1268,200,นาเจริญ - ปางไฮ,41+150,755,664,19,0,0,614,648,601,552,383,4235,51.537,191,590,อุตรดิตถ์ที่ 2,พิษณุโลก
1268,200,นาเจริญ - ปางไฮ,76+993,729,602,18,0,0,609,592,545,343,313,3750,47.792,245,597,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1269,102,แม่ขนิน - ต้นเกว๋น,30+000,1253,1625,147,42,16,1248,158,41,29,14,4573,6.543,94,1201,เชียงใหม่ที่ 2,เชียงใหม่
1270,100,กองลอย - แม่แฮใต้,0+500,104,71,0,0,0,915,96,54,0,0,1239,12.074,0,646,เชียงใหม่ที่ 1,เชียงใหม่
1271,100,ปงน้อย - สันทราย,5+000,2812,475,232,254,258,3413,433,512,476,482,9346,25.834,436,809,เชียงรายที่ 2,เชียงราย
1272,100,คีรีมาศ - สามแยกแจกัน,20+196,5103,236,5,3,2,98,385,378,307,137,6655,18.226,101,656,สุโขทัย,สุโขทัย
1274,202,นาบอน - นาแก้ว,55+400,3165,712,212,9,0,721,641,560,13,1,6033,20.276,18,791,ลำปางที่ 1,ลำปาง
1274,100,ลี้ - แม่บอน,18+100,674,461,41,19,13,404,148,39,2,0,1802,12.294,135,871,ลำพูน,ลำพูน
1275,100,มะขามสูง - พญาแมน,15+000,3583,3731,45,340,327,1736,988,562,440,335,12086,24.75,351,2260,พิษณุโลกที่ 1,พิษณุโลก
1276,100,สี่แยกหนองหัวปลวก - วังจิก,4+820,778,250,0,0,0,1114,80,64,101,78,2464,13.074,2,313,พิจิตร,พิจิตร
1278,100,วังพิกุล - ลานกระบือ,0+500,1671,1119,8,19,21,2523,402,394,349,367,6873,22.582,48,1125,พิษณุโลกที่ 1,กำแพงเพชร
1280,100,ทุ่งมหาชัย - ระหาน,1+000,1500,1211,42,0,0,2105,127,103,95,48,5230,7.119,21,1198,กำแพงเพชร,กำแพงเพชร
1281,100,บางระกำ - บ่อทอง,0+900,3054,1538,33,3,19,3247,260,160,99,94,8509,7.477,23,3747,พิษณุโลกที่ 1,พิษณุโลก
1285,100,ทุ่งมะส้าน - ห้วยผึ้ง,0+500,463,8,19,0,2,222,10,10,0,0,734,3.11,10,411,แม่ฮ่องสอน,แม่ฮ่องสอน
1286,100,ตลิ่งชัน - เขาแม่แก่,0+500,604,491,0,0,0,1466,235,246,574,882,4499,43.057,2,1225,พิจิตร,พิจิตร
1287,100,สันมะเกลือ - เมืองปาน,5+700,1408,1294,429,380,360,1477,678,519,353,328,7226,36.226,482,1144,ลำปางที่ 2,ลำปาง
1288,100,หนองหลวง - เปิ่งเคลิ่ง,5+800,271,235,30,0,1,300,30,51,6,0,924,9.518,0,595,ตากที่ 2 (แม่สอด),ตาก
1289,101,วังสำโรง - บางลาย,1+000,1445,270,8,6,0,405,104,80,81,108,2507,15.125,24,1204,พิจิตร,พิจิตร
1290,101,แม่สาย - กิ่วกาญจน์,1+500,2388,899,413,262,289,3827,307,247,316,223,9171,17.92,405,2274,เชียงรายที่ 2,เชียงราย
1290,101,แม่สาย - กิ่วกาญจน์,36+255,2268,1359,294,275,452,3495,831,803,321,304,10402,28.711,364,1601,เชียงรายที่ 2,เชียงราย
1290,101,แม่สาย - กิ่วกาญจน์,64+704,1241,1149,272,256,252,4153,424,576,479,437,9238,26.233,465,1911,เชียงรายที่ 2,เชียงราย
1290,102,กิ่วกาญจน์ - เชียงของ,78+160,795,966,88,63,47,4265,339,375,445,203,7586,19.407,250,724,เชียงรายที่ 2,เชียงราย
1292,200,พวงพยอม - แม่ลอยไร่,36+279,2829,2832,62,69,55,3169,195,210,171,166,9758,8.872,212,2317,เชียงรายที่ 2,เชียงราย
1292,100,ห้วยข้าวก่ำ - น้ำจุน,4+000,684,200,0,0,0,1094,80,18,45,2,2123,6.832,51,818,พะเยา,พะเยา
1293,100,สุโขทัย - ท่าฉนวน,3+725,2715,785,42,61,27,243,182,77,56,59,4246,10.866,43,2712,สุโขทัย,สุโขทัย
1293,200,ท่าฉนวน - บางระกำ,53+000,916,337,0,0,0,2035,156,142,144,509,4239,22.441,34,855,พิษณุโลกที่ 1,พิษณุโลก
1294,100,เมืองเก่า - อุทยานแห่งชาติศรีสัชนาลัย,11+500,1931,121,0,0,0,280,81,27,13,0,2453,4.935,17,1683,สุโขทัย,สุโขทัย
1295,100,กกไม้แดง - เนินมะปราง,6+500,1654,91,5,2,2,1197,118,62,114,24,3269,9.853,1,834,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1296,100,ท่างาม - โป่งแค,0+500,1214,464,170,15,10,1832,395,367,158,132,4757,22.641,10,1432,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1298,100,บ้านใหม่ - หนองลาว,3+000,1333,465,6,2,1,1667,162,57,54,39,3786,8.326,39,546,พะเยา,พะเยา
1299,100,เวียงชัย - บ้านปง,1+000,651,570,73,37,38,3216,168,118,105,57,5032,10.372,98,2410,เชียงรายที่ 2,เชียงราย
1300,100,ฆะมัง - โพธิ์ประทับช้าง,0+200,950,420,7,8,0,1022,167,51,19,73,2718,11.723,18,821,พิจิตร,พิจิตร
1301,200,หนองระมาน - วังโป่ง,12+000,759,290,0,0,0,908,86,69,46,23,2180,10.215,16,817,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1301,100,หนองขนาก - หนองระมาน,4+825,411,123,0,0,2,634,50,27,21,21,1289,9.389,1,389,พิจิตร,พิจิตร
1303,100,ปลายนา - หนองตูม,6+200,376,201,0,0,0,1162,184,161,113,146,2342,25.792,62,777,พิษณุโลกที่ 1,พิษณุโลก
1304,100,หัวดง - ยางสามต้น,7+700,545,161,0,0,0,989,63,49,27,25,1859,8.845,6,974,พิจิตร,พิจิตร
1306,100,ห้วยสัก - บ้านดอน,1+000,2136,1781,71,49,18,3292,1533,1236,1179,1165,12458,41.575,1044,3109,เชียงรายที่ 1,เชียงราย
1308,100,เตว็ดใน - วังทองแดง,1+500,1279,303,14,9,1,533,161,64,105,70,2539,16.149,90,1233,สุโขทัย,สุโขทัย
1309,100,ป่าแดง - หนองตม,1+200,660,1230,27,33,401,890,121,43,49,187,3642,22.923,27,907,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1310,100,ทับยายเชียง - พรหมพิราม,2+400,1357,1176,21,37,34,1537,51,50,58,66,4388,6.767,10,1021,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1311,100,คีรีมาศ - หนองบัว,3+000,1376,1235,0,1,1,102,116,98,167,69,3165,14.291,22,1220,สุโขทัย,สุโขทัย
1312,200,กำแพงดิน - สามแยกกำแพงดิน,11+400,1216,578,7,0,0,590,159,97,199,57,2903,17.624,13,1284,พิษณุโลกที่ 1,พิษณุโลก
1312,100,สามง่าม - กำแพงดิน,2+050,775,901,0,0,0,1230,560,538,602,539,5145,43.507,150,602,พิจิตร,พิจิตร
1313,101,บางมูลนาก - บางไผ่,9+000,707,740,0,0,0,724,47,38,34,37,2326,6.676,4,1036,พิจิตร,พิจิตร
1314,100,ท่าตอน - แม่แหลง,10+000,281,168,0,0,0,1067,47,0,0,0,1562,2.997,2,1010,เชียงใหม่ที่ 3,เชียงใหม่
1317,101,ดอนจั่น - สันกลางใต้,1+140,49256,5945,2226,270,924,1776,2882,1770,445,65,65559,9.695,616,19249,เชียงใหม่ที่ 2,เชียงใหม่
1317,102,สันกลางใต้ - ห้วยแก้ว,36+000,1577,1007,14,0,0,1131,11,9,0,0,3750,0.548,9,973,เชียงใหม่ที่ 2,เชียงใหม่
1318,102,ปากน้ำ - ศรีนคร,11+750,345,216,10,2,1,519,137,82,105,34,1452,24.941,9,396,สุโขทัย,สุโขทัย
1319,100,คีรีมาศ - อุทยานแห่งชาติรามคำแหง,1+500,1315,564,0,0,0,94,118,130,134,78,2432,18.882,23,3671,สุโขทัย,สุโขทัย
1322,100,แม่จา - รินหลวง,56+000,1263,436,45,19,0,950,278,43,9,3,3047,11.582,16,2678,เชียงใหม่ที่ 3,เชียงใหม่
1322,100,แม่จา - รินหลวง,127+056,380,159,87,31,0,927,135,73,11,1,1805,13.924,38,767,เชียงใหม่ที่ 3,เชียงใหม่
1322,100,แม่จา - รินหลวง,89+800,79,7,3,0,0,558,41,3,0,0,692,6.436,4,742,เชียงใหม่ที่ 3,เชียงใหม่
1324,200,ทุ่งป่ากระถิน - พญาแมน,6+000,198,123,9,10,1,530,45,22,62,97,1096,21.563,5,376,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1326,100,ร่องบัวทอง - สบเปา,6+075,1582,941,116,104,137,3054,152,123,146,124,6480,12.143,276,1665,เชียงรายที่ 2,เชียงราย
1327,100,บ้านด่านลานหอย - ทุ่งเสลี่ยม,20+000,984,1119,441,393,412,1099,834,598,653,493,7027,48.155,176,1030,ตากที่ 1,สุโขทัย
1328,100,แสงภา - นาปอ,20+643,544,299,11,3,1,376,169,24,0,0,1428,13.84,11,657,เลยที่ 2 (ด่านซ้าย),เลย
1328,100,แสงภา - นาปอ,7+000,420,174,1,0,0,399,174,21,0,0,1188,16.346,14,595,เลยที่ 2 (ด่านซ้าย),เลย
1329,100,นาป้อใต้ - บ้านเอื้อม,0+500,2257,1948,412,420,355,2911,536,456,361,360,10016,24.835,470,2957,ลำปางที่ 2,ลำปาง
1330,102,แม่ทุเลา - ท่าแพ,22+000,428,72,0,0,0,39,0,0,0,0,539,0,7,710,สุโขทัย,สุโขทัย
1331,100,พรานกระต่าย - ลานไผ่,1+000,565,413,34,3,1,1323,80,37,33,30,2519,7.298,15,1428,ตากที่ 1,กำแพงเพชร
1332,100,นาไผ่ล้อม - ถ้ำแม่ย่า,6+000,954,75,0,0,0,81,105,86,48,15,1364,18.593,19,517,สุโขทัย,สุโขทัย
1333,100,แม่สะนาน - ผักเฮือก,42+715,429,49,10,0,0,53,41,26,0,0,609,11.069,26,371,น่านที่ 2,น่าน
1333,100,แม่สะนาน - ผักเฮือก,0+500,87,27,0,0,0,16,21,0,0,0,151,13.636,0,102,น่านที่ 2,น่าน
1335,101,ห้วยเดื่อ - หัวทุ่ง,1+000,1174,1256,726,558,439,1849,668,563,416,426,8076,38.014,299,1576,ลำปางที่ 2,ลำปาง
1335,101,ห้วยเดื่อ - หัวทุ่ง,13+800,1058,869,674,423,508,980,549,532,467,443,6503,44.942,336,1456,ลำปางที่ 2,ลำปาง
1337,100,หางปอน - แม่เงา,0+500,21,5,1,0,0,99,0,0,0,0,126,0,2,163,แม่ฮ่องสอน,แม่ฮ่องสอน
1338,100,ขาแหย่ง - ป่าเมี่ยง,1+000,81,89,0,0,0,138,0,0,0,0,308,0,0,297,เชียงรายที่ 1,เชียงราย
1339,101,ห้วยมุ่น - น้ำปาด,45+862,1216,1030,47,42,40,814,463,228,64,30,3975,21.81,254,757,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1339,102,น้ำปาด - ปากนาย,49+293,542,511,21,13,7,947,469,399,11,0,2919,30.79,0,707,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1342,100,ห้วยขึม - ปากห้วยอ้อย,0+500,961,669,174,49,0,1265,71,47,35,0,3271,6.18,29,1958,แพร่,แพร่
1343,100,บุญเริง - ต้นหนุน,0+500,57,0,63,0,0,122,49,35,0,0,327,25.874,2,1027,แพร่,แพร่
1344,100,น้อยซุ้มขี้เหล็ก - คลองตาลัด,0+500,662,89,10,1,2,969,83,33,7,9,1866,7.283,20,636,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1345,100,ทุ่งบานเย็น - ผาแดงบน,1+000,1217,355,22,0,0,1863,119,7,3,5,3591,3.721,23,2475,พะเยา,พะเยา
1346,101,พร้าว - แดนดิน,2+500,348,58,8,0,2,704,81,3,0,0,1205,7.204,40,475,เชียงใหม่ที่ 3,เชียงใหม่
1349,100,สะเมิง - วัดจันทร์,50+000,625,71,39,7,0,1187,70,7,7,0,2011,4.486,4,874,เชียงใหม่ที่ 2,เชียงใหม่
1349,100,สะเมิง - วัดจันทร์,0+100,41,9,5,0,0,458,18,0,0,0,531,3.441,0,176,เชียงใหม่ที่ 2,เชียงใหม่
1350,100,ทางเข้าโครงการพระราชดำริศูนย์ภูฟ้าพัฒนา,0+100,161,32,15,0,0,6,21,0,0,0,234,8.78,0,118,น่านที่ 2,น่าน
1351,100,หนองบัวใต้ - เชิงสะพานกิตติขจร,3+000,352,130,5,1,2,717,35,41,22,25,1331,9.528,5,909,ตากที่ 1,ตาก
1352,100,ทางเข้าดอนไชย,0+304,1574,42,24,0,0,57,49,9,15,13,1783,4.805,5,665,ลำปางที่ 1,ลำปาง
1357,100,ทางเข้าเขื่อนภูมิพล,10+000,1801,154,37,9,19,130,63,42,13,3,2272,6.586,7,749,ตากที่ 1,ตาก
1358,100,ทางเข้าดอยอ่างขาง,0+500,47,34,32,6,0,50,14,0,0,0,183,10.625,10,103,เชียงใหม่ที่ 3,เชียงใหม่
1359,100,ทางเข้าเชียงดาว,7+995,1709,328,87,34,37,5475,147,47,8,3,7875,3.51,12,1593,เชียงใหม่ที่ 3,เชียงใหม่
1361,100,สวนดอกคำ - ม่วงงาม,0+220,1722,1357,643,522,489,2602,644,449,399,415,9241,31.566,458,2550,ลำปางที่ 2,ลำปาง
1362,100,นิคมดอยเต่า - ท่าน้ำ,1+500,91,41,0,0,0,150,31,1,0,0,314,10.182,10,389,เชียงใหม่ที่ 1,เชียงใหม่
1364,100,โรงเรียนนวมินทราชูทิศ - กองพันพัฒนาที่3,0+410,2304,523,37,13,3,1606,121,25,21,10,4662,4.14,49,2503,เชียงใหม่ที่ 2,เชียงใหม่
1365,100,สนามกีฬาสมโภชเชียงใหม่700ปี - ศาลจังหวัดเชียงใหม่,0+700,7134,385,9,0,5,4294,69,0,0,0,11895,0.614,18,3161,เชียงใหม่ที่ 2,เชียงใหม่
1366,100,หนองฮ่อ - ศูนย์พัฒนาปิโตรเลียมภาคเหนือ,1+780,7573,642,300,13,6,3533,59,14,1,0,12141,0.762,19,4667,เชียงใหม่ที่ 2,เชียงใหม่
1367,100,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,5+000,7716,728,332,132,91,15417,1207,279,196,107,26207,7.683,89,8067,เชียงใหม่ที่ 2,เชียงใหม่
1368,100,บ้านกล้วย - คลองยาง,2+547,1833,459,0,0,15,90,106,88,0,0,2591,8.065,11,1680,สุโขทัย,สุโขทัย
