ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1098,102,ท่าข้าวเปลือก - แก่นใต้,50+000,1910,781,105,77,66,3580,230,220,219,152,7340,13.132,196,2053,เชียงรายที่ 2,เชียงราย
1098,101,กิ่วพร้าว - ท่าข้าวเปลือก,4+450,802,424,314,289,226,1945,645,343,396,284,5668,38.525,258,903,เชียงรายที่ 2,เชียงราย
1098,102,ท่าข้าวเปลือก - แก่นใต้,30+060,577,514,113,102,85,2975,200,154,111,110,4940,15.399,117,1982,เชียงรายที่ 2,เชียงราย
1099,100,บ่อหลวง - แม่ตื่น,1+600,1114,532,15,7,0,879,712,322,194,24,3799,33.133,5,1109,เชียงใหม่ที่ 1,เชียงใหม่
1101,100,ทุ่งโฮ้ง - ป่าแดง,1+036,1513,927,80,0,0,2509,217,93,55,0,5394,6.754,27,2434,แพร่,แพร่
1102,100,พระบาท - บ้านเหล่า,2+500,1280,25,38,13,2,72,62,31,8,1,1532,7.606,22,1050,ลำปางที่ 1,ลำปาง
1103,200,พระบาทตะเมาะ - ฮอด,66+600,3334,236,0,2,1,2722,230,77,29,9,6639,5.23,4,2618,เชียงใหม่ที่ 1,เชียงใหม่
1103,100,ลี้ - พระบาทตะเมาะ,3+000,475,43,2,9,0,690,95,42,54,34,1445,16.206,28,400,ลำพูน,ลำพูน
1105,100,ไฮ้ฮ้า - งิ้วงาม,1+485,148,1080,37,0,0,4466,93,1,0,0,5825,1.608,73,3441,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1106,100,วังสีสูบ - ผาเลือด,3+000,3160,3355,98,0,0,4630,121,114,0,0,11479,2.05,107,4225,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1107,101,เชิงสะพานกิตติขจร - หนองบัวเหนือ,1+400,827,132,10,2,1,882,94,11,1,0,1961,5.591,57,1048,ตากที่ 1,ตาก
1107,102,หนองบัวเหนือ - ท่าปุย,31+215,754,603,38,47,2,581,91,32,9,3,2161,8.562,56,1334,ตากที่ 1,ตาก
1108,100,ค่ายพระเจ้าตาก - นาโบสถ์,1+000,207,475,3,2,3,244,31,9,24,2,1002,7.184,9,511,ตากที่ 1,ตาก
1109,100,วังเจ้า - โละโคะ,2+000,596,121,0,1,0,979,34,25,29,3,1789,5.172,50,682,กำแพงเพชร,กำแพงเพชร
1110,100,ประดาง - วังเจ้า,25+000,1123,199,19,3,1,884,38,21,9,5,2301,3.325,22,1187,ตากที่ 1,ตาก
1112,101,สลกบาตร - บ่อถ้ำ,2+000,1719,474,35,22,8,2863,152,169,130,75,5648,9.848,17,2634,กำแพงเพชร,กำแพงเพชร
1114,100,สันติบันเทิง - บางกระทุ่ม,3+000,1360,234,2,0,0,691,252,145,73,39,2797,18.212,30,998,พิษณุโลกที่ 1,พิษณุโลก
1115,200,น้อยซุ้มขี้เหล็ก - บ้านมุง,18+900,3003,152,45,0,0,857,57,35,134,50,4332,6.38,2,2112,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1115,100,สากเหล็ก - น้อยซุ้มขี้เหล็ก,3+500,1104,270,1,1,0,1910,87,40,110,95,3617,9.189,2,1311,พิจิตร,พิจิตร
1116,101,นครชุม - มอเจริญ,1+500,7871,1593,35,21,5,2099,246,112,104,57,12143,4.477,31,4962,กำแพงเพชร,กำแพงเพชร
1117,100,คลองแม่ลาย - ช่องเย็น,1+500,2186,383,38,6,9,1548,90,103,86,58,4506,7.807,16,1396,กำแพงเพชร,กำแพงเพชร
1117,100,คลองแม่ลาย - ช่องเย็น,46+000,1104,216,7,5,0,1072,51,62,18,10,2546,5.742,36,2135,กำแพงเพชร,กำแพงเพชร
1118,200,เนินมะกอก - บางมูลนาก,14+677,1589,678,1,0,1,322,50,43,33,26,2744,5.618,15,1208,พิจิตร,พิจิตร
1118,100,ท่าพุทรา - เนินมะกอก,9+700,854,367,14,0,11,1190,61,70,23,13,2602,6.804,12,522,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1119,101,น้ำสาดเหนือ - หนองผักหวาน,0+500,1197,163,0,0,0,1469,69,54,29,5,2984,5.205,15,1884,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1120,100,สอง - แม่เต้น,2+000,2087,1340,116,85,111,3405,391,259,102,73,7967,12.801,24,1802,แพร่,แพร่
1120,200,แม่เต้น - เชียงม่วน,44+000,192,95,3,0,0,819,118,45,132,0,1404,20.993,0,641,พะเยา,พะเยา
1121,100,วัดโบสถ์ - แม่น้ำแควน้อย,0+264,937,1525,17,18,16,1237,34,37,209,19,4049,8.237,21,886,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1124,200,ปางกุ่ม - วังชิ้น,38+907,1849,1415,94,50,42,1076,297,172,124,59,5179,14.399,32,2104,แพร่,แพร่
1124,100,ท่าผา - ปางกุ่ม,8+434,759,74,1,1,0,38,42,3,18,21,958,8.939,4,490,ลำปางที่ 1,ลำปาง
1125,100,นาปลากั้ง - วังชิ้น,5+800,1768,1486,79,55,53,1289,260,249,184,85,5507,16.072,22,1976,แพร่,แพร่
1126,100,พาน - บ้านวัง,4+000,2874,2356,56,56,50,5822,770,531,378,323,13216,15.952,470,3282,เชียงรายที่ 2,เชียงราย
1126,100,พาน - บ้านวัง,35+050,1939,1425,48,37,50,4302,644,490,378,306,9620,19.803,395,2874,เชียงรายที่ 2,เชียงราย
1126,200,บ้านวัง - ห้วยงิ้ว,56+500,581,235,23,2,1,806,98,33,93,13,1886,12.72,3,570,พะเยา,พะเยา
1128,100,เชียงเคี่ยน - ป่าแงะ,4+000,1187,1204,49,40,33,2797,215,226,175,147,6073,13.767,210,876,เชียงรายที่ 2,เชียงราย
1130,100,ป่าซาง - กิ่วสะไต,1+000,835,569,55,0,0,1766,123,113,53,17,3530,8.67,47,967,เชียงรายที่ 1,เชียงราย
1130,100,ป่าซาง - กิ่วสะไต,37+053,565,107,45,0,0,405,31,14,6,7,1180,4.84,24,617,เชียงรายที่ 1,เชียงราย
1130,100,ป่าซาง - กิ่วสะไต,19+553,399,132,38,0,0,1060,95,18,7,3,1752,7.04,25,459,เชียงรายที่ 1,เชียงราย
1132,102,ลานทอง - พรานกระต่าย,41+083,629,146,7,5,0,1735,140,276,825,305,4068,38.125,38,1233,ตากที่ 1,กำแพงเพชร
1132,101,วังประจบ - ลานทอง,2+083,359,107,10,3,0,1040,88,43,128,40,1819,16.635,6,796,ตากที่ 1,ตาก
1134,101,โจโก้ - บ้านเวียง,0+500,1291,999,75,0,0,1146,145,104,67,0,3827,8.266,20,1575,แพร่,แพร่
1136,100,เหมืองง่า - ลำพูน,1+800,17333,636,11,11,0,170,292,110,95,69,18727,3.08,23,12625,ลำพูน,ลำพูน
1141,100,ดอนจั่น - เชียงใหม่,7+000,109985,6393,4337,153,3896,6291,4303,190,102,93,135742,6.436,655,29526,เชียงใหม่ที่ 2,เชียงใหม่
1143,101,นครไทย - น้ำคลาด,3+000,3210,2620,3,3,2,2017,337,162,103,2,8461,7.208,65,2679,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1143,102,น้ำคลาด - ปางหมิ่น,47+000,1304,145,0,2,0,1704,88,46,80,43,3413,7.597,32,922,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1143,200,ปางหมิ่น - บ้านแพะ,77+000,312,105,26,0,3,819,65,26,71,66,1494,15.52,5,343,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1145,100,ตากฟ้า - หัวถนน,20+666,761,200,26,10,22,1478,160,182,122,99,3060,19.448,7,388,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1147,100,สันป่าฝ้าย - ห้วยไซ,1+000,7056,1891,112,81,99,9315,472,227,111,49,19413,5.354,0,9619,ลำพูน,ลำพูน
1148,101,ท่าวังผา - ผาหลัก,2+000,3486,1083,15,8,0,1446,1192,901,32,1,8164,26.147,270,2041,น่านที่ 2,น่าน
1148,200,สบทุ - บ้านหย่วน,111+404,2454,867,196,183,33,3689,186,139,66,7,7821,7.856,104,3118,พะเยา,พะเยา
1148,101,ท่าวังผา - ผาหลัก,47+500,1832,1736,0,2,0,1599,1303,980,7,1,7460,30.741,238,1797,น่านที่ 2,น่าน
1148,103,สะเกิน - สบทุ,95+200,853,826,2,2,0,2018,997,318,225,207,5448,32.096,349,5037,น่านที่ 2,พะเยา
1148,103,สะเกิน - สบทุ,82+000,834,712,2,2,0,1743,819,279,134,118,4641,29.109,263,2308,น่านที่ 2,พะเยา
1149,100,ห้วยไคร้ - ห้วยน้ำริน,3+150,274,150,29,63,0,741,6,0,0,0,1262,5.43,0,947,เชียงรายที่ 1,เชียงราย
1149,100,ห้วยไคร้ - ห้วยน้ำริน,28+860,103,85,0,0,0,121,0,0,0,0,308,0,0,290,เชียงรายที่ 1,เชียงราย
1149,100,ห้วยไคร้ - ห้วยน้ำริน,13+000,90,86,0,0,0,143,0,0,0,0,319,0,0,234,เชียงรายที่ 1,เชียงราย
1150,200,ขุนแจ๋ - เวียงป่าเป้า,82+000,2131,1074,457,0,0,2454,658,330,0,0,7104,13.907,111,2047,เชียงรายที่ 1,เชียงราย
1150,102,กิ่วไฮ - ขุนแจ๋,45+200,270,64,11,0,0,783,79,6,0,2,1215,7.143,49,574,เชียงใหม่ที่ 3,เชียงใหม่
1150,101,ปิงโค้ง - กิ่วไฮ,12+250,203,67,0,0,0,1320,34,7,5,5,1641,3.062,5,723,เชียงใหม่ที่ 3,เชียงใหม่
1152,100,หัวดอย - บ้านดอน,9+000,3200,1946,116,85,10,4106,1536,1490,1259,1061,14810,36.739,803,3189,เชียงรายที่ 1,เชียงราย
1152,201,บ้านดอน - พญาเม็งราย,32+000,2304,1639,81,50,55,4485,220,132,67,58,9092,6.419,214,3319,เชียงรายที่ 2,เชียงราย
1154,200,แก่งเสือเต้น - ดอนไชย,57+056,2896,2696,474,465,429,2764,1149,433,440,429,12176,27.474,453,3124,ลำปางที่ 2,ลำปาง
1154,100,สอง - แก่งเสือเต้น,4+856,2228,1634,155,93,137,5041,423,282,116,101,10210,11.275,29,4164,แพร่,แพร่
1154,100,สอง - แก่งเสือเต้น,17+156,2046,1269,103,81,110,3253,381,254,105,82,7683,13.186,19,1415,แพร่,แพร่
1154,200,แก่งเสือเต้น - ดอนไชย,34+556,801,652,428,461,482,907,598,516,424,453,5723,51.287,337,732,ลำปางที่ 2,ลำปาง
1155,102,ทรายกาด - บ้านลุง,80+300,1482,635,8,0,7,956,363,386,177,47,4061,24.128,112,1462,เชียงรายที่ 2,เชียงราย
1155,102,ทรายกาด - บ้านลุง,45+300,1238,405,10,0,0,1191,263,287,112,39,3545,19.749,93,1438,เชียงรายที่ 2,เชียงราย
1155,102,ทรายกาด - บ้านลุง,37+000,1118,557,9,0,0,1317,389,387,69,46,3892,22.887,133,1350,เชียงรายที่ 2,เชียงราย
1155,101,บ้านปี้ - ทรายกาด,10+000,426,241,0,0,0,1410,39,25,0,0,2141,2.987,166,1008,เชียงรายที่ 2,เชียงราย
1156,100,สบทา - ท่าลี่,0+300,1876,262,17,0,0,535,134,25,17,2,2868,6.213,12,1088,ลำพูน,ลำพูน
1157,100,ท่าล้อ - เมืองปาน,5+400,8986,8694,812,714,465,9318,805,902,425,356,31477,11.651,504,7587,ลำปางที่ 2,ลำปาง
1162,100,ไผ่งาม - น้ำมวบ,1+150,726,297,116,6,9,992,339,147,47,34,2715,21.456,103,881,น่านที่ 1,น่าน
1163,100,ร่วมจิต - น้ำพร้า,0+500,4558,4309,120,0,102,4644,99,94,64,0,13990,2.563,81,3927,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1163,100,ร่วมจิต - น้ำพร้า,14+741,1653,127,89,79,0,4407,118,78,0,0,6550,4.185,57,3564,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1166,100,วังโป่ง - ดารา,4+000,199,17,0,0,0,532,41,10,6,2,807,7.355,7,844,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1167,100,แม่กลองใหม่ - เขตแดนไทย/พม่า,1+000,319,344,45,9,0,295,43,51,0,0,1106,9.401,3,991,ตากที่ 2 (แม่สอด),ตาก
1168,102,น้ำใส - น้ำตวง,39+252,779,397,15,0,0,391,96,30,2,1,1711,7.543,41,1128,น่านที่ 1,น่าน
1168,101,น่าน - น้ำใส,6+000,523,126,1,0,0,475,50,17,2,0,1195,5.832,4,979,น่านที่ 1,น่าน
1169,101,ท่าล้อ - เมืองหลวง,7+000,1032,65,18,5,5,345,74,17,2,6,1569,6.914,13,987,น่านที่ 1,น่าน
1170,100,ท่าวังผา - ดอนมูล,3+500,1632,978,81,310,0,793,357,43,11,1,4206,17.187,340,1122,น่านที่ 2,น่าน
1173,100,ศรีเวียง - แม่เลียบ,1+000,1936,211,114,64,55,5074,182,152,67,58,7914,7.303,192,3414,เชียงรายที่ 2,เชียงราย
1173,100,ศรีเวียง - แม่เลียบ,16+800,1653,468,107,98,82,4776,311,131,85,71,7782,9.994,251,2983,เชียงรายที่ 2,เชียงราย
1174,101,ป่ามื่น - แม่ต๋ำน้อย,1+000,2160,704,218,171,153,5777,291,246,255,223,10197,13.127,283,1746,เชียงรายที่ 2,เชียงราย
1174,101,ป่ามื่น - แม่ต๋ำน้อย,27+088,1990,673,142,121,129,5647,226,220,208,174,9529,11.315,202,1632,เชียงรายที่ 2,เชียงราย
1174,102,แม่ต๋ำน้อย - ทุ่งงิ้ว,80+182,1968,1841,225,148,72,5419,1004,905,548,328,12458,24.12,184,1101,เชียงรายที่ 2,เชียงราย
1175,100,แม่ระมาด - ห้วยส้มป่อย,3+106,652,745,89,9,0,1032,298,143,79,41,3088,18.454,164,999,ตากที่ 2 (แม่สอด),ตาก
1175,200,ห้วยส้มป่อย - เจดีย์ยุทธหัตถี,77+606,291,124,25,16,3,1118,101,37,6,3,1725,9.603,3,914,ตากที่ 1,ตาก
1176,100,ท่าโพธิ์ - บ้านสวน,0+500,691,686,50,38,9,716,258,120,15,0,2583,17.02,288,634,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1177,100,ดอนระเบียง - ป่าไร่หลวง,32+082,945,1760,116,31,32,311,316,224,171,67,3973,21.184,19,1154,สุโขทัย,สุโขทัย
1177,100,ดอนระเบียง - ป่าไร่หลวง,2+000,516,637,34,10,2,412,71,63,37,13,1795,10.878,18,684,สุโขทัย,สุโขทัย
1178,101,แม่ข้อน - นาหวาย,1+000,1566,123,51,18,0,4742,116,22,53,3,6695,3.173,7,1275,เชียงใหม่ที่ 3,เชียงใหม่
1178,102,นาหวาย - สินไชย,33+250,616,184,78,11,1,1134,140,64,3,0,2232,9.877,12,839,เชียงใหม่ที่ 3,เชียงใหม่
1178,101,แม่ข้อน - นาหวาย,24+000,238,30,38,7,0,2088,32,11,6,3,2452,2.422,13,1098,เชียงใหม่ที่ 3,เชียงใหม่
1179,100,ฝายกวาง - ดอนเงิน,1+000,691,349,3,1,1,1379,174,50,8,0,2657,8.813,3,742,พะเยา,พะเยา
1180,100,สวรรคโลก - ปลายราง,25+500,1363,154,1,1,3,691,77,30,22,14,2355,6.208,26,1189,สุโขทัย,สุโขทัย
1180,100,สวรรคโลก - ปลายราง,7+250,1235,728,22,1,3,1093,153,55,24,10,3324,7.423,10,967,สุโขทัย,สุโขทัย
1181,100,แม่แก้วเหนือ - ใหม่ใน,1+000,1821,1610,96,66,0,2633,1509,1437,1454,1339,11963,48.516,945,2465,เชียงรายที่ 1,เชียงราย
1182,101,แยกนวมินทร์ - หาดเสลา,11+500,2193,717,23,0,0,3089,235,122,56,45,6480,7.067,12,2553,นครสวรรค์ที่ 1,นครสวรรค์
1184,100,แม่อาว - ดอนมูล,72+000,931,774,14,0,0,2272,490,319,0,0,4799,16.849,19,1767,ลำพูน,ลำพูน
1184,100,แม่อาว - ดอนมูล,6+000,850,731,31,0,0,2261,423,262,0,0,4557,15.013,24,1753,ลำพูน,ลำพูน
1186,100,น้ำแวน - ทุ่งหล่ม,1+000,488,177,0,0,2,1122,97,25,27,3,1942,8,14,831,พะเยา,พะเยา
1188,100,ปง - ห้วยกอก,0+860,656,255,2,0,1,2004,120,22,9,1,3070,4.985,28,2310,พะเยา,พะเยา
1188,200,ห้วยกอก - ห้วยอ่วม,44+460,573,458,0,0,0,1601,678,143,79,37,3569,26.24,312,2026,น่านที่ 2,พะเยา
1189,200,ช่างเพี้ยน - บ้านธิ,8+141,2184,1375,49,0,0,3560,222,17,0,0,7407,3.223,8,2926,ลำพูน,ลำพูน
1190,100,จำบอน - เหมืองง่า,2+600,1825,1688,57,21,0,2149,1482,1307,1190,1098,10817,47.123,840,1954,เชียงรายที่ 1,เชียงราย
1191,200,ท้ายดง - วังหิน,13+560,818,186,17,3,0,894,98,27,15,7,2066,7.297,19,781,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1191,100,หนองขนาก - ท้ายดง,0+060,240,56,2,0,2,451,31,18,21,10,831,9.89,2,409,พิจิตร,พิจิตร
1192,100,อินทนนท์ - แม่แจ่ม,8+350,444,97,16,0,0,902,7,0,0,0,1466,0.467,0,305,เชียงใหม่ที่ 1,เชียงใหม่
1193,100,แม่ต๋ำ - แม่ใจ,4+000,1703,778,48,0,2,2048,73,18,35,7,4712,2.884,58,3037,พะเยา,พะเยา
1194,100,แม่สะเรียง - แม่สามแลบ,15+200,468,3,2,0,0,417,169,31,19,8,1118,20.327,0,777,แม่ฮ่องสอน,แม่ฮ่องสอน
1195,102,เตว็ดใน - วังไม้ขอน,19+986,2417,2590,145,13,25,411,209,119,80,63,6071,8.371,81,2128,สุโขทัย,สุโขทัย
1196,100,วังโป่ง - ด่านแม่คำมัน,1+000,689,111,1,0,0,788,63,62,56,27,1797,11.57,18,612,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1201,100,สวรรคโลก - ป่ากล้วย,2+200,2764,69,11,3,6,53,120,41,32,13,3111,6.902,9,1236,สุโขทัย,สุโขทัย
1202,100,พะเยา - สันต้นแหน,5+000,1916,1552,79,45,10,1940,255,182,144,96,6219,11.754,39,1696,พะเยา,พะเยา
1204,102,ฟากคลองตรอน - พิชัย,40+743,1552,287,0,3,0,998,66,46,82,17,3052,7.036,40,2038,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1204,101,บึงหลัก - ฟากคลองตรอน,10+022,524,236,14,10,0,1216,98,30,39,15,2183,8.791,48,1453,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1205,100,ชนแดน - วังโป่ง,1+000,2820,35,18,0,2,907,79,22,9,10,3903,3.131,11,1624,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1205,100,ชนแดน - วังโป่ง,21+188,2654,132,13,3,1,780,148,65,29,5,3831,6.559,35,2081,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1206,100,ซอโอ - วะเล่ย์,1+700,1735,2422,102,0,0,5099,126,78,88,54,9703,3.555,35,1064,ตากที่ 2 (แม่สอด),ตาก
1208,100,ร่องขุ่น - สวนดอก,0+100,2784,2935,70,42,7,2951,612,606,548,624,11180,21.82,612,2828,เชียงรายที่ 1,เชียงราย
1209,100,บ้านเด่น - ท่าข้าวเปลือก,1+000,2194,1445,37,9,3,5701,104,45,22,24,9583,2.157,69,3143,เชียงรายที่ 1,เชียงราย
1210,100,สบสา - ก๊อหลวง,1+000,439,74,2,0,0,828,170,2,5,1,1521,11.712,69,1425,พะเยา,พะเยา
1211,101,หนองเหียง - สวนดอก,1+000,3756,2829,57,21,24,5158,127,61,24,13,12069,2.224,62,3475,เชียงรายที่ 1,เชียงราย
1211,102,สวนดอก - ดงมะดะ,25+825,547,95,16,3,2,71,47,22,9,7,819,11.018,6,372,เชียงรายที่ 1,เชียงราย
1214,102,น้ำอ่าง - วังผาชัน,27+550,1253,63,15,9,1,377,53,17,86,55,1928,11.434,63,1087,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1214,102,น้ำอ่าง - วังผาชัน,13+500,847,254,15,21,3,1653,90,38,101,61,3081,10.156,10,480,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1214,101,บ้านแก่ง - น้ำอ่าง,11+500,580,74,1,0,0,704,34,15,43,19,1471,7.609,13,958,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1215,100,ห้วยบง - วังผา,0+700,461,50,23,0,0,90,108,23,21,6,782,20.146,29,465,ตากที่ 2 (แม่สอด),ตาก
1216,100,ห้วยแก๊ต - ขุนสถาน,2+000,550,215,116,0,0,959,85,48,0,0,1974,6.713,28,1416,แพร่,แพร่
1217,100,ปากห้วยอ้อย - วังปึ้ง,0+500,852,650,143,50,0,956,78,50,38,0,2816,7.664,51,1511,แพร่,แพร่
1219,100,แม่เทย - ทุ่งหัวช้าง,0+500,720,570,0,0,0,2325,367,225,0,0,4206,14.065,37,1940,ลำพูน,ลำพูน
1221,100,พิจิตร - ท่านา,0+500,2225,544,0,0,0,721,146,35,23,16,3710,5.942,1,1754,พิจิตร,พิจิตร
1221,200,ท่านา - ท่ามะขาม,9+000,1471,858,0,0,0,1045,248,175,87,54,3937,14.302,0,1288,พิษณุโลกที่ 1,พิษณุโลก
1222,100,บ้านหงาว - บ้านเหล่า,1+000,634,383,33,21,19,2543,204,66,32,23,3959,9.233,238,1758,เชียงรายที่ 2,เชียงราย
1225,101,ภูแยง - ปางช้าง,3+200,1263,356,33,0,0,163,239,71,51,18,2195,17.274,147,1249,น่านที่ 1,น่าน
1226,100,จ่าโบ่ - ปางคาม,0+500,194,146,2,0,0,223,56,15,2,0,638,11.449,0,453,แม่ฮ่องสอน,แม่ฮ่องสอน
1226,100,จ่าโบ่ - ปางคาม,9+515,129,45,6,0,0,333,17,10,0,0,540,5.074,0,417,แม่ฮ่องสอน,แม่ฮ่องสอน
1229,100,บ้านใหม่ - เปาสามขา,9+500,721,573,0,0,0,908,8,10,0,0,2220,0.823,12,1064,เชียงใหม่ที่ 2,เชียงใหม่
1230,100,บ้านใหม่ - ห้วยแก้ว,0+500,485,0,0,0,0,693,0,0,0,0,1179,0,0,773,เชียงใหม่ที่ 2,เชียงใหม่
1232,100,อนุสาวรีย์พ่อขุนเม็งราย - เวียงชัย,3+000,2425,3107,66,65,41,3118,50,34,42,26,8975,2.889,75,3012,เชียงรายที่ 1,เชียงราย
1233,100,ศรีทรายมูล - บ้านด้าย,2+000,8980,4522,87,66,77,7441,222,135,88,55,21671,2.962,40,6823,เชียงรายที่ 1,เชียงราย
1234,100,ทางเข้าพระบรมธาตุเจดีย์ศรีนครินทร์ฯ,1+500,56,19,0,0,0,110,19,2,0,0,207,10.497,41,312,เชียงรายที่ 1,เชียงราย
1237,100,ชาติตระการ - ชำนาญจุ้ย,12+200,185,31,3,0,0,1019,58,7,2,0,1305,5.162,15,691,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1237,100,ชาติตระการ - ชำนาญจุ้ย,24+687,156,37,1,0,0,989,37,7,1,3,1231,3.896,101,632,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1242,100,โค้งวิไล - เขาน้ำอุ่น,1+000,1126,388,3,6,2,2177,124,80,404,30,4341,14.891,6,1079,กำแพงเพชร,กำแพงเพชร
1243,100,ปางไฮ - ห้วยไผ่,15+033,627,31,6,0,11,33,57,46,79,0,890,21.694,3,705,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1243,201,ห้วยไผ่ - หาดไร่,79+433,566,190,69,0,0,658,234,27,5,8,1757,15.605,40,783,น่านที่ 1,น่าน
1243,202,หาดไร่ - นาเซีย,107+733,492,265,0,0,0,123,45,2,0,0,927,5.049,32,761,น่านที่ 1,น่าน
1244,100,น้ำอ่าง - น้ำพี้,0+500,324,55,0,0,0,298,24,19,46,29,795,14.799,24,303,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1246,100,หนองกวาง - แสนขัน,17+000,705,620,40,5,3,517,101,79,188,123,2381,20.959,4,835,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1246,100,หนองกวาง - แสนขัน,10+000,308,111,0,0,0,954,53,27,105,45,1602,14.326,22,747,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1249,100,แม่งอน - หนองเต่า,5+000,99,78,56,0,0,78,21,0,0,0,331,6.207,17,372,เชียงใหม่ที่ 3,เชียงใหม่
1250,100,ไม้แงะ - ท่าโป่งแดง,0+500,363,463,122,79,1,2240,74,1,0,0,3343,4.646,35,3004,แม่ฮ่องสอน,แม่ฮ่องสอน
1251,101,ดอกคำใต้ - บ้านถ้ำ,5+000,1455,381,58,7,9,948,270,131,103,120,3482,18.367,77,1043,พะเยา,พะเยา
1251,102,บ้านถ้ำ - เชียงม่วน,58+000,883,95,5,0,0,303,53,19,30,2,1389,7.484,37,696,พะเยา,พะเยา
1252,200,แม่ตอนหลวง - ข่วงกอม,50+589,1391,1520,794,343,323,2305,373,373,381,355,8159,26.344,573,2235,ลำปางที่ 2,ลำปาง
1252,100,ปางแฟน - แม่ตอนหลวง,19+300,632,564,0,0,0,876,98,0,0,0,2170,4.526,0,867,เชียงใหม่ที่ 2,เชียงใหม่
1254,100,ทางเข้าดารา,0+500,143,47,0,0,5,183,32,1,1,3,415,10.193,16,251,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1255,100,ฟ้าเรือง - คลองกล้วย,0+500,359,211,0,0,0,196,55,13,24,14,871,12.058,1,273,อุตรดิตถ์ที่ 1,อุตรดิตถ์
1256,101,ปัว - อุทยานแห่งชาติดอยภูคา,3+500,1180,1078,70,0,0,1027,386,272,150,3,4165,19.468,443,1146,น่านที่ 2,น่าน
1257,100,ศรีบุญเรือง - หลักลาย,1+000,1440,115,2,0,0,206,186,72,22,1,2044,13.743,143,1284,น่านที่ 1,น่าน
1260,100,ศรีบุญเรือง - โรงพยาบาลสันทราย,2+500,7955,1034,132,160,1,284,247,160,47,38,10057,6.484,79,5423,เชียงใหม่ที่ 2,เชียงใหม่
1263,200,ปางอุ๋ง - แม่นาจร,64+725,271,106,38,14,0,300,47,19,10,3,809,11.582,4,310,เชียงใหม่ที่ 1,เชียงใหม่
1263,100,ขุนยวม - ปางอุ๋ง,0+600,262,104,2,0,0,2139,59,7,5,2,2580,2.833,1,2095,แม่ฮ่องสอน,แม่ฮ่องสอน
1264,100,แม่พริก - ห้วยขี้นก,0+500,491,257,33,0,0,59,190,80,15,1,1126,25.355,43,359,ลำปางที่ 1,ลำปาง
1265,100,ปาย - วัดจันทร์,0+500,38,0,0,0,0,18,10,1,0,0,67,16.949,7,85,แม่ฮ่องสอน,แม่ฮ่องสอน
1266,100,แม่ลาน้อย - ละอุบ,0+500,202,54,0,0,0,1318,158,13,5,1,1750,10.052,4,1425,แม่ฮ่องสอน,แม่ฮ่องสอน
1267,100,แม่สลิดหลวง - แม่ระเมิง,0+500,158,49,0,0,0,43,5,0,0,0,255,1.794,0,330,ตากที่ 2 (แม่สอด),ตาก
1268,100,เหมืองแพร่ - นาเจริญ,10+500,1310,778,57,17,9,978,508,322,114,7,4100,23.844,19,1134,เลยที่ 2 (ด่านซ้าย),เลย
