ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
34,101,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,3+904,"116,678","25,615","1,375",26,"11,608","32,131","3,403","5,041","8,826",0,"204,703",14.12,10,18703,ขท.สมุทรปราการ,กรุงเทพมหานคร
34,102,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,15+100,"51,812","33,254",357,"6,459","6,692","58,380","13,781","12,475","11,555","12,613","207,378",30.657,0,2888,ขท.สมุทรปราการ,สมุทรปราการ
34,200,บางวัว - บางปะกง,42+460,"12,920","10,641","8,677","8,499","8,685","11,534","10,102","9,340","8,909","7,617","96,924",54.839,0,7345,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
34,200,บางวัว - บางปะกง,46+200,"7,514","7,246","5,750","5,850","6,043","7,016","6,632","6,041","5,826","5,314","63,232",56.468,0,7116,ขท.ฉะเชิงเทรา,ฉะเชิงเทรา
34,300,บางปะกง - หนองไม้แดง,55+528,"12,557","9,165","1,145",862,"1,567","12,058","7,559","6,223","4,381","5,521","61,038",42.782,23,4745,ขท.ชลบุรีที่ 1,ชลบุรี
35,100,ดาวคะนอง -  แสมดำ,6+500,"142,557","41,140",288,164,545,"43,902","10,958","7,178","3,364","1,827","251,923",9.541,13,4545,ขท.ธนบุรี,กรุงเทพมหานคร
35,201,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,24+550,"29,785","17,125","1,207","1,147","1,316","18,536","10,216","11,973","11,013","7,715","110,033",39.425,999,5027,ขท.สมุทรสาคร,สมุทรสาคร
35,202,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,30+700,"30,173","18,300",298,623,363,"34,378","7,882","11,241","9,645","9,829","122,732",32.252,52,18961,ขท.สมุทรสาคร,สมุทรสาคร
35,301,นาโคก - แพรกหนามแดง,62+150,"8,010","7,239","6,395","6,392","5,116","7,089","6,571","5,074","6,111","4,903","62,900",54.32,622,5667,ขท.สมุทรสงคราม,สมุทรสงคราม
35,302,แพรกหนามแดง - วังมะนาว,82+833,"10,245","10,007","8,392","7,291","7,861","8,808","8,475","6,285","6,259","7,862","81,485",54.038,35,6658,ขท.สมุทรสงคราม,ราชบุรี
36,101,กระทิงลาย - บ้านโป่ง,2+000,"12,863","7,552",116,111,954,"9,523","1,413","1,957","1,607","2,276","38,372",21.677,14,3967,ขท.ชลบุรีที่ 2,ชลบุรี
36,102,บ้านโป่ง - มะขามคู่,14+000,"12,637","8,049","1,172","1,368","1,501","6,608","3,729","4,071","5,435","3,913","48,483",41.287,10,954,ขท.ชลบุรีที่ 2,ชลบุรี
36,202,มาบข่า - ทับมา,37+087,"6,908","5,422",362,356,240,"6,450",634,"1,299","2,624","1,130","25,425",24.712,10,3833,ขท.ระยอง,ระยอง
36,202,มาบข่า - ทับมา,42+145,"13,018","9,094",387,338,127,"11,174","2,185","2,254","2,132","1,768","42,477",20.727,10,4126,ขท.ระยอง,ระยอง
36,203,ทับมา - ปลวกเกตุ,56+369,"5,797","4,425",38,401,36,"7,628","1,027","1,241",879,"1,040","22,512",20.54,34,2730,ขท.ระยอง,ระยอง
37,100,ชะอำ - วังโบสถ์,0+500,"9,545","8,735","1,659","1,386","1,442","2,137","2,122","1,934","2,179","1,707","32,846",32.789,9,1604,ขท.เพชรบุรี,เพชรบุรี
38,100,ทางยกระดับอนุสรณ์สถาน - รังสิต,2+850,"9,936","5,647","1,727","1,940",367,"7,391",709,414,0,0,"28,131",12.193,0,0,ขท.ปทุมธานี,ปทุมธานี
41,102,เขาบ่อ - ท่าทอง,22+200,"4,144","4,109",172,230,206,"12,550","1,717","1,723","1,850","1,777","28,478",26.347,30,1993,ขท.ชุมพร,ชุมพร
41,102,เขาบ่อ - ท่าทอง,52+500,"3,934","3,721",123,175,152,"12,170","1,770","1,783","1,569","1,556","26,953",25.99,27,2003,ขท.ชุมพร,ชุมพร
41,103,ท่าทอง - สวนสมบูรณ์,65+450,"6,192","2,062",54,53,98,"6,074","1,603","1,383","1,324","1,581","20,424",29.583,12,2177,ขท.ชุมพร,ชุมพร
41,103,ท่าทอง - สวนสมบูรณ์,78+200,"3,861","1,695",218,107,77,"4,743",929,917,"1,131",695,"14,373",26.828,43,884,ขท.ชุมพร,ชุมพร
41,202,เกาะมุกข์ - ควนรา,123+000,"6,588","5,507",78,168,154,"3,157","2,223","2,871","2,459","2,164","25,369",39.572,0,1426,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
41,202,เกาะมุกข์ - ควนรา,139+726,"7,394","4,908",42,81,117,"4,961",972,"1,027",997,978,"21,477",19.425,0,777,ขท.สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
41,300,ท่าโรงช้าง - ท่าชี,172+726,"3,167","2,114",401,84,103,"5,888","1,285","1,607","1,478","1,398","17,525",33.98,19,1399,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
41,400,ท่าชี - ถ้ำพรรณรา,211+803,"7,818","7,101",18,16,117,"5,041","2,900","2,992","2,914","2,928","31,845",37.265,7,2880,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
41,400,ท่าชี - ถ้ำพรรณรา,225+603,"8,137","8,082",0,13,123,"3,958","2,880","2,799","2,626","2,451","31,069",35.057,8,4423,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
41,400,ท่าชี - ถ้ำพรรณรา,227+976,"5,811","5,608",0,0,71,"4,622","2,706","2,322","2,193","1,948","25,281",36.549,15,6868,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
41,501,ถ้ำพรรณรา - ทุ่งสง,291+210,"7,668",974,64,15,18,"6,819","1,167","1,276","1,219","1,411","20,631",24.749,2,2926,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,502,ทุ่งสง - ร่อนพิบูลย์,314+986,"3,526","3,370",194,146,85,"8,512","1,099","1,269","1,356","1,348","20,905",25.367,0,2206,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,503,ร่อนพิบูลย์  - ไม้เสียบ,329+486,"3,414","2,867",59,40,44,"6,051","1,005","1,220","1,273","1,552","17,525",29.295,26,1379,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,503,ร่อนพิบูลย์  - ไม้เสียบ,348+386,"3,227","2,716",52,39,52,"6,193",823,"1,094","1,189","1,400","16,785",27.388,21,940,ขท.นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,601,ไม้เสียบ - สี่แยกโพธิ์ทอง,363+061,"4,832","2,572",234,126,72,"6,998",411,828,934,"1,079","18,086",19.076,14,1883,ขท.พัทลุง,พัทลุง
42,101,คลองแงะ - นาทวี,4+150,"3,537",134,13,87,7,569,311,233,219,305,"5,415",21.459,2,1927,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
42,101,คลองแงะ - นาทวี,10+480,"1,406",220,24,10,1,"1,420",359,291,250,353,"4,334",29.165,16,1113,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
42,102,นาทวี - ลำไพล,27+600,"2,806","2,452",21,7,0,"2,148",154,123,123,63,"7,897",5.952,0,2291,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
42,102,นาทวี - ลำไพล,49+771,"1,149",805,4,2,0,"1,223",74,74,82,40,"3,453",7.877,9,1261,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
42,103,ลำไพล - นาจวก,66+275,775,256,0,1,0,"1,398",63,32,31,9,"2,565",5.302,5,857,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
42,201,นาจวก - ดอนยาง,80+105,"3,023",70,54,3,3,"2,647",132,75,48,40,"6,095",4.938,3,2373,ขท.ปัตตานี,ปัตตานี
42,202,ดอนยาง - บ้านดี,93+511,"3,831","1,091",71,15,21,"2,369",339,254,153,99,"8,243",10.688,0,1919,ขท.ปัตตานี,ปัตตานี
42,202,ดอนยาง - บ้านดี,108+986,"5,768","1,837",21,37,6,"3,533",633,618,232,74,"12,759",12.54,2,6901,ขท.ปัตตานี,ปัตตานี
42,204,ปาลัส - กอตอ,143+336,"2,950","3,009",322,334,42,967,"1,096",809,341,353,"10,223",29.101,27,2277,ขท.ปัตตานี,ปัตตานี
42,204,ปาลัส - กอตอ,155+486,"2,421","2,654",299,277,26,395,708,595,316,293,"7,984",27.743,15,1835,ขท.ปัตตานี,ปัตตานี
42,301,กอตอ - ปูต๊ะ,171+686,"2,782","2,630",28,0,13,"1,861",974,789,254,109,"9,440",22.659,32,1639,ขท.นราธิวาส,นราธิวาส
42,302,ปูต๊ะ - สะปอม,197+536,"2,119","1,191",27,9,7,"1,988",28,24,21,18,"5,432",1.97,59,2090,ขท.นราธิวาส,นราธิวาส
42,303,สะปอม - ปาเสมัส,256+362,"2,427","1,820",69,35,6,"2,628",171,128,33,27,"7,344",5.447,194,1969,ขท.นราธิวาส,นราธิวาส
43,201,นาหม่อม - จะนะ,8+317,"7,453","6,815",139,61,70,"6,661","1,326",932,824,627,"24,908",15.417,85,2395,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
43,201,นาหม่อม - จะนะ,29+617,"9,656","4,719",139,42,55,"4,862",795,648,551,430,"21,897",11.513,7,2717,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
43,202,จะนะ - ปาแด,50+667,"4,949","2,079",9,23,44,"7,009",508,535,440,378,"15,974",12.07,21,992,ขท.สงขลาที่ 2 (นาหม่อม),สงขลา
43,300,ปาแด - มะพร้าวต้นเดียว,87+089,"3,627",809,10,18,52,"4,081",550,480,283,337,"10,247",16.785,4,1972,ขท.ปัตตานี,ปัตตานี
44,100,อ่าวลึก - บางสวรรค์,29+000,"2,584","1,991",42,29,35,"1,874",296,401,251,137,"7,640",15.039,11,1709,ขท.พังงา,กระบี่
44,200,บางสวรรค์ - ทรัพย์ทวี,66+300,"2,673",344,89,6,8,"2,169",281,335,351,402,"6,658",20.772,0,462,ขท.สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
44,302,ท่าเรือ - หินโงก,110+057,"3,919","2,133",89,72,72,"2,609",918,719,818,534,"11,883",26.365,63,646,ขท.สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
101,100,นครชุม - น้ำดิบ,3+163,"15,359","1,705",84,37,15,"1,078",203,106,161,80,"18,828",3.197,44,7020,ขท.กำแพงเพชร,กำแพงเพชร
101,200,น้ำดิบ - คุยประดู่,18+663,"4,038",140,28,5,10,"1,029",0,143,359,175,"5,927",11.675,5,720,ขท.ตากที่ 1,กำแพงเพชร
101,200,น้ำดิบ - คุยประดู่,28+200,"1,394",335,19,2,57,"3,428",225,292,643,207,"6,602",21.6,17,1190,ขท.ตากที่ 1,กำแพงเพชร
101,301,คุยประดู่ - คลองโพธิ์,45+062,"8,290",639,0,6,39,596,294,325,287,307,"10,783",11.667,53,3382,ขท.สุโขทัย,สุโขทัย
101,301,คุยประดู่ - คลองโพธิ์,59+951,"7,788",514,0,15,23,518,282,183,130,98,"9,551",7.654,66,3132,ขท.สุโขทัย,สุโขทัย
101,302,คลองโพธิ์ - ท่าช้าง,82+375,"7,480","2,349",342,212,153,181,238,175,118,97,"11,345",8.753,93,2855,ขท.สุโขทัย,สุโขทัย
101,303,ท่าช้าง - สวรรคโลก,93+874,"3,585","2,502",147,95,99,802,323,216,132,148,"8,049",12.585,50,2192,ขท.สุโขทัย,สุโขทัย
101,304,สวรรคโลก - ศรีสัชนาลัย,115+044,"1,453",894,13,0,11,"1,133",313,159,106,83,"4,165",16.134,16,847,ขท.สุโขทัย,สุโขทัย
101,305,ศรีสัชนาลัย - แม่สิน,151+919,"1,108","1,560",53,7,2,393,144,56,82,48,"3,453",9.818,33,953,ขท.สุโขทัย,สุโขทัย
101,305,ศรีสัชนาลัย - แม่สิน,190+272,409,406,14,5,4,432,68,41,40,12,"1,431",11.88,8,467,ขท.สุโขทัย,สุโขทัย
101,401,แม่สิน - ปางเคาะ,210+272,"1,766","1,536",53,47,49,932,183,93,89,86,"4,834",11.316,35,1201,ขท.แพร่,แพร่
101,402,แยกปากจั๊วะ - แยกเจริญราษฎร์,229+872,"3,472","1,264",84,0,57,"4,778",353,319,197,131,"10,655",9.92,27,1524,ขท.แพร่,แพร่
101,403,แยกนาแหลม - หนองห้า,259+511,"4,740","2,489",57,48,44,"6,416",617,357,341,246,"15,355",10.765,19,1061,ขท.แพร่,แพร่
101,404,หนองห้า - สวนป่า,274+772,"1,624",987,109,79,49,"3,145",211,135,48,39,"6,426",8.73,23,3175,ขท.แพร่,แพร่
101,500,สวนป่า - สะพานพญาวัด,314+974,"3,742",624,0,0,67,497,337,277,197,80,"5,821",16.458,0,515,ขท.น่านที่ 1,น่าน
101,500,สวนป่า - สะพานพญาวัด,348+439,"4,996","1,084",0,25,95,731,471,272,272,82,"8,028",15.159,3,1379,ขท.น่านที่ 1,น่าน
101,601,สี่แยกช้างเผือก - ปัว,399+284,"3,826",885,53,45,40,"1,240",683,257,107,141,"7,277",17.493,52,1168,ขท.น่านที่ 2,น่าน
101,601,สี่แยกช้างเผือก - ปัว,412+134,"6,498","1,575",106,76,83,"1,480",569,370,143,185,"11,085",12.864,72,3187,ขท.น่านที่ 2,น่าน
101,602,ปัว - ปางหก,458+174,"1,231",870,0,16,0,"1,544",180,147,105,21,"4,114",11.4,0,2011,ขท.น่านที่ 2,น่าน
101,602,ปัว - ปางหก,472+674,494,460,0,0,0,843,150,139,90,38,"2,214",18.835,0,1094,ขท.น่านที่ 2,น่าน
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),486+774,206,45,0,0,61,147,126,125,131,129,970,58.969,0,234,ขท.น่านที่ 2,น่าน
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),494+674,204,18,0,0,0,121,84,107,127,130,791,56.637,0,220,ขท.น่านที่ 2,น่าน
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),502+958,275,116,0,0,0,167,140,189,181,163,"1,231",54.671,0,304,ขท.น่านที่ 2,น่าน
102,101,อุตรดิตถ์ - ห้วยไผ่,0+200,"3,479","1,060",81,41,35,"3,460",237,114,48,50,"8,605",6.101,65,2041,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
102,102,ห้วยไผ่ - ห้วยช้าง,12+944,"1,590",478,12,1,23,"3,188",162,111,59,19,"5,643",6.645,5,1502,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
102,201,ห้วยช้าง - ศรีสัชนาลัย,22+444,"1,127","1,467",17,11,17,264,105,145,83,14,"3,250",11.538,10,445,ขท.สุโขทัย,สุโขทัย
102,202,ศรีสัชนาลัย - ดอนโก,40+794,"4,188",416,3,2,12,107,195,169,58,3,"5,153",8.519,64,2840,ขท.สุโขทัย,สุโขทัย
102,202,ศรีสัชนาลัย - ดอนโก,50+000,"2,091",175,0,0,0,220,307,569,399,12,"3,773",34.111,24,1009,ขท.สุโขทัย,สุโขทัย
102,203,ดอนโก - เมืองเก่า,86+365,"2,667",259,5,2,8,33,183,101,303,99,"3,660",19.016,13,408,ขท.สุโขทัย,สุโขทัย
103,102,แม่ยางฮ่อ - แม่ตีบ,9+200,"2,731","1,839",165,97,130,"4,437",416,290,182,132,"10,419",11.969,26,1854,ขท.แพร่,แพร่
103,102,แม่ยางฮ่อ - แม่ตีบ,33+218,"2,593","1,903",99,98,130,"4,340",375,300,214,151,"10,203",12.428,21,1100,ขท.แพร่,แพร่
103,200,แม่ตีบ - งาว,56+000,"2,519","2,026","1,140",498,"1,161","2,447","1,798","1,583","1,504","1,445","16,121",49.556,308,1327,ขท.ลำปางที่ 2,ลำปาง
104,100,ตาก - สะพานวุฒิกุล,6+605,724,500,12,2,0,525,67,22,8,15,"1,875",6.08,7,592,ขท.ตากที่ 1,ตาก
105,101,แม่สอด - ห้วยบง,4+590,"5,312",515,156,31,3,"1,230",337,210,88,87,"7,969",9.487,117,2335,ขท.ตากที่ 2 (แม่สอด),ตาก
105,102,ห้วยบง - แม่สลิดหลวง,35+000,"1,248",489,122,47,34,328,109,41,48,25,"2,491",12.204,43,734,ขท.ตากที่ 2 (แม่สอด),ตาก
105,103,แม่สลิดหลวง - แม่เงา,114+300,504,142,23,18,0,155,31,7,3,0,883,6.682,0,755,ขท.ตากที่ 2 (แม่สอด),ตาก
105,103,แม่สลิดหลวง - แม่เงา,137+800,598,206,22,6,0,176,46,9,1,0,"1,064",5.827,5,535,ขท.ตากที่ 2 (แม่สอด),ตาก
105,200,แม่เงา - แม่สะเรียง,221+500,"1,567",21,13,0,0,369,44,6,8,1,"2,029",2.908,2,1218,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
106,100,สวรรคโลก - หอรบ,16+639,"1,095",105,2,5,4,"2,392",170,64,81,35,"3,953",9.082,25,633,ขท.สุโขทัย,สุโขทัย
106,201,หอรบ - ดอนไชย,58+277,682,300,4,0,0,372,116,25,6,7,"1,512",10.185,0,399,ขท.ลำปางที่ 1,ลำปาง
106,201,หอรบ - ดอนไชย,66+062,502,352,4,0,0,299,70,21,5,8,"1,261",8.247,1,354,ขท.ลำปางที่ 1,ลำปาง
106,202,ดอนไชย - ห้วยหญ้าไทร,95+391,680,"1,184",30,0,0,282,153,58,57,79,"2,523",13.753,119,894,ขท.ลำปางที่ 1,ลำปาง
106,301,ห้วยหญ้าไซ - ลี้,135+231,"1,884","1,031",28,9,4,810,599,449,251,66,"5,131",26.856,20,1369,ขท.ลำพูน,ลำพูน
106,302,ลี้ - ม่วงโตน,169+788,"3,385",599,115,8,6,833,335,183,119,88,"5,671",13.031,23,1996,ขท.ลำพูน,ลำพูน
106,303,ม่วงโตน - ท่าจักร,215+891,"4,459",606,101,63,12,823,262,144,148,64,"6,682",10.371,19,739,ขท.ลำพูน,ลำพูน
106,303,ม่วงโตน - ท่าจักร,232+322,"6,880",382,114,15,25,"1,152",488,131,177,43,"9,407",9.344,28,2073,ขท.ลำพูน,ลำพูน
106,304,ท่าจักร - อุโมงค์,247+491,"14,806",603,191,59,37,152,58,86,36,30,"16,058",1.906,66,14601,ขท.ลำพูน,ลำพูน
106,304,ท่าจักร - อุโมงค์,253+891,"15,601",716,164,51,38,146,114,71,28,20,"16,949",1.9,83,13674,ขท.ลำพูน,ลำพูน
107,100,เชียงใหม่ - ขี้เหล็กหลวง,9+300,"14,414","6,579",625,97,66,"13,916",497,172,166,0,"36,532",2.732,8,10530,ขท.เชียงใหม่ที่ 2,เชียงใหม่
107,201,ขี้เหล็กหลวง - แม่ทะลาย,37+315,"5,077","1,649",454,25,30,"1,249",694,257,190,63,"9,688",12.995,36,2618,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,202,แม่ทะลาย - หัวโท,64+700,"3,811",990,72,20,55,"5,430",246,187,36,15,"10,862",5.146,22,2208,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,202,แม่ทะลาย - หัวโท,73+055,"1,380",363,41,18,39,"2,854",136,78,34,15,"4,958",6.454,21,1091,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,202,แม่ทะลาย - หัวโท,84+215,"1,991","1,170",80,26,84,"7,379",71,91,56,20,"10,968",3.173,26,1370,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,203,หัวโท - ล้องอ้อ,115+842,"2,035","1,071",58,99,53,"4,103",704,224,26,17,"8,390",13.385,19,808,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,204,ล้องอ้อ - เมืองงาม,145+462,"4,476","2,953",36,27,10,"7,599",321,74,24,18,"15,538",3.051,41,6416,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,204,ล้องอ้อ - เมืองงาม,166+112,"2,056","1,155",32,13,25,"3,349",400,135,29,16,"7,210",8.571,27,1693,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,204,ล้องอ้อ - เมืองงาม,189+121,"1,493",761,17,1,35,"2,072",193,66,8,3,"4,649",6.582,25,1928,ขท.เชียงใหม่ที่ 3,เชียงใหม่
107,300,เมืองงาม - แม่จัน,209+431,460,209,61,7,0,841,61,43,17,6,"1,705",7.859,18,276,ขท.เชียงรายที่ 1,เชียงราย
107,300,เมืองงาม - แม่จัน,238+238,716,465,62,1,0,"1,454",139,36,22,19,"2,914",7.447,51,576,ขท.เชียงรายที่ 1,เชียงราย
108,101,เชียงใหม่ - ปากทางท่าลี่,7+650,"28,992","7,331","1,313",417,283,"14,617",495,178,89,53,"53,768",2.818,261,17497,ขท.เชียงใหม่ที่ 1,เชียงใหม่
108,102,ปากทางท่าลี่ - สะพานแม่กลาง,57+000,"3,464","1,547",242,74,29,"4,678",630,729,"1,111",698,"13,202",24.777,32,2417,ขท.เชียงใหม่ที่ 1,เชียงใหม่
108,103,สะพานแม่กลาง - บ้านบ่อแก้ว,70+000,"2,473","4,617",102,150,32,398,628,"1,269",328,25,"10,022",24.267,1,980,ขท.เชียงใหม่ที่ 1,เชียงใหม่
108,104,บ้านบ่อแก้ว - สะพานแม่ริด,143+400,337,234,10,4,0,"1,425",126,64,52,23,"2,275",11.824,0,702,ขท.เชียงใหม่ที่ 1,เชียงใหม่
108,201,สะพานแม่ริด - ห้วยงู,156+700,711,31,19,0,1,728,103,37,89,17,"1,736",14.228,0,294,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
108,201,สะพานแม่ริด - ห้วยงู,197+100,"1,038",159,16,0,2,968,94,29,29,24,"2,359",7.546,3,1101,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
108,202,ห้วยงู - หนองแห้ง,240+850,702,237,1,2,5,"1,027",143,67,35,9,"2,228",11.715,4,1190,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
108,203,หนองแห้ง - แม่สุริน,269+100,341,128,10,3,1,247,111,56,40,17,954,23.899,0,337,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
108,203,หนองแห้ง - แม่สุริน,284+800,963,118,2,3,0,297,97,56,8,9,"1,553",11.14,4,758,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
108,204,แม่สุริน - ปางหมู,352+100,"2,275",196,41,17,12,"1,640",148,51,34,0,"4,414",5.936,7,4106,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
109,100,แม่สรวย - ห้วยป่าไร่,28+000,"1,649",120,38,0,0,626,72,56,48,10,"2,619",7.102,21,691,ขท.เชียงรายที่ 1,เชียงราย
109,200,ห้วยป่าไร่ - ฝาง,61+000,"1,309","1,159",31,0,0,"1,872",244,45,15,11,"4,686",6.722,25,1407,ขท.เชียงใหม่ที่ 3,เชียงใหม่
111,100,ทางเลี่ยงเมืองพิจิตร,5+900,"4,137","1,315",20,2,5,"2,840",194,114,39,44,"8,710",4.569,62,4025,ขท.พิจิตร,พิจิตร
112,100,ทางเลี่ยงเมืองกำแพงเพชร,3+000,"3,410","1,908",8,3,6,"4,623",354,238,278,173,"11,001",9.563,1,2485,ขท.กำแพงเพชร,กำแพงเพชร
112,100,ทางเลี่ยงเมืองกำแพงเพชร,6+500,"4,452","2,265",16,3,4,"5,504",300,279,279,130,"13,232",7.52,16,2648,ขท.กำแพงเพชร,กำแพงเพชร
113,101,สามแยกวังชมภู - ชนแดน,15+253,"1,825",38,8,1,1,451,53,19,38,14,"2,448",5.147,9,347,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
113,102,ชนแดน - ดงขุย,38+678,587,132,40,0,1,"1,303",86,58,116,66,"2,389",13.688,8,633,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
113,202,เขาทราย - ฆะมัง,69+253,"3,812","1,924",13,8,4,"1,249",217,177,292,160,"7,856",10.922,4,1488,ขท.พิจิตร,พิจิตร
113,203,ฆะมัง - พิจิตร,106+209,"5,724","1,227",76,52,35,"4,762",314,228,85,97,"12,600",6.437,43,3603,ขท.พิจิตร,พิจิตร
114,100,ดอยติ - ลำพูน,2+168,"16,325",935,57,60,49,118,115,87,74,66,"17,886",2.522,53,16388,ขท.ลำพูน,ลำพูน
115,100,กำแพงเพชร - แก้วสุวรรณ,4+000,"6,091","1,570",5,18,6,"9,906",330,280,187,141,"18,534",5.19,47,5243,ขท.กำแพงเพชร,กำแพงเพชร
115,200,แก้วสุวรรณ - บึงบัว,40+400,"2,282","1,282",1,1,0,"3,105",298,245,210,282,"7,706",13.444,59,1064,ขท.พิษณุโลกที่ 1,กำแพงเพชร
115,301,บึงบัว - คลองโนน,73+135,"4,788",971,1,0,1,"1,898",315,106,136,172,"8,388",8.703,18,2040,ขท.พิจิตร,พิจิตร
115,302,คลองโนน - เนินสมอ,89+000,"3,924","1,186",24,0,4,"4,342",167,180,66,145,"10,038",5.599,19,5351,ขท.พิจิตร,พิจิตร
115,302,คลองโนน - เนินสมอ,95+011,"2,442",588,8,1,6,282,135,272,56,139,"3,929",15.5,63,1234,ขท.พิจิตร,พิจิตร
116,101,ป่าสัก - สะปุ๋ง,1+000,"17,735",812,57,45,40,335,407,103,64,38,"19,636",3.55,56,15980,ขท.ลำพูน,ลำพูน
116,101,ป่าสัก - สะปุ๋ง,15+600,"11,046",746,54,91,22,496,569,219,193,141,"13,577",9.096,56,8219,ขท.ลำพูน,ลำพูน
116,200,บ้านเรือน - ท่าวังพร้าว,24+300,"3,304",944,25,0,0,"1,117",683,406,433,157,"7,069",23.752,16,713,ขท.เชียงใหม่ที่ 1,เชียงใหม่
117,101,นครสวรรค์ - หนองเต่า,8+900,"16,436","3,640",103,73,90,"1,109",870,539,488,216,"23,564",9.659,9,5308,ขท.นครสวรรค์ที่ 1,นครสวรรค์
117,201,คลองพลังด้านใต้ - เนินสว่าง,42+357,"9,303","3,372",0,19,29,"1,721",762,595,806,783,"17,390",17.217,1,560,ขท.พิจิตร,พิจิตร
117,202,เนินสว่าง - หนองนา,88+934,"10,673","4,571",37,94,73,"5,730",950,520,780,829,"24,257",13.382,11,945,ขท.พิจิตร,พิจิตร
117,301,หนองนา - พิษณุโลก,123+587,"8,218","5,536",58,52,132,"7,679",815,"1,089",957,878,"25,414",15.436,84,3316,ขท.พิษณุโลกที่ 1,พิษณุโลก
117,302,คลองเมม - พญาแมน,150+053,728,442,0,0,0,232,159,157,152,0,"1,870",25.027,0,370,ขท.พิษณุโลกที่ 1,พิษณุโลก
117,302,คลองเมม - พญาแมน,184+551,"1,330","1,313",0,0,0,915,802,492,403,335,"5,590",36.351,212,1505,ขท.พิษณุโลกที่ 1,พิษณุโลก
117,401,พญาแมน - ไร่อ้อย,197+000,425,263,25,0,4,"1,002",87,97,96,54,"2,053",16.464,0,482,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
