ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1268,200,นาเจริญ - ปางไฮ,76+993,603,510,17,0,0,508,486,360,130,173,"2,787",41.227,244,510,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1268,200,นาเจริญ - ปางไฮ,119+628,752,551,21,19,3,471,537,515,527,478,"3,874",53.665,277,614,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1269,102,แม่ขนิน - ต้นเกว๋น,30+000,"1,282","1,342",87,4,2,"1,060",89,23,8,4,"3,901",3.332,62,1146,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1270,100,กองลอย - แม่แฮใต้,0+500,45,24,0,0,0,560,40,20,0,0,689,8.708,0,399,ขท.เชียงใหม่ที่ 1,เชียงใหม่
1271,100,ปงน้อย - สันทราย,5+000,"2,356",284,92,109,93,"2,893",241,293,298,287,"6,946",19.018,329,583,ขท.เชียงรายที่ 2,เชียงราย
1272,100,คีรีมาศ - สามแยกแจกัน,20+196,"2,987",186,0,3,3,366,272,143,88,22,"4,070",13.047,54,1427,ขท.สุโขทัย,สุโขทัย
1274,100,ลี้ - แม่บอน,18+100,939,775,28,4,4,517,181,6,3,0,"2,457",8.059,34,954,ขท.ลำพูน,ลำพูน
1274,202,นาบอน - นาแก้ว,55+400,"2,057",724,85,6,6,889,390,199,38,13,"4,407",14.795,34,595,ขท.ลำปางที่ 1,ลำปาง
1275,100,มะขามสูง - พญาแมน,15+000,"3,366","3,388",0,363,357,"1,762",688,474,401,377,"11,176",23.801,328,2379,ขท.พิษณุโลกที่ 1,พิษณุโลก
1276,100,สี่แยกหนองหัวปลวก - วังจิก,4+820,931,465,0,2,0,"1,170",92,49,97,59,"2,865",10.436,4,465,ขท.พิจิตร,พิจิตร
1278,100,วังพิกุล - ลานกระบือ,0+500,907,"1,096",0,0,0,"2,520",227,192,152,287,"5,381",15.945,48,2626,ขท.พิษณุโลกที่ 1,กำแพงเพชร
1280,100,ทุ่งมหาชัย-ระหาน,1+000,737,753,5,29,3,"1,395",67,38,68,131,"3,226",10.415,8,686,ขท.กำแพงเพชร,กำแพงเพชร
1281,100,บางระกำ - บ่อทอง,0+900,"2,514","1,298",11,1,4,"2,770",205,130,91,86,"7,110",7.271,14,3362,ขท.พิษณุโลกที่ 1,พิษณุโลก
1285,100,ทุ่งมะส้าน - ห้วยผึ้ง,0+500,358,1,31,0,0,72,57,1,1,0,521,11.324,7,376,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1286,100,ตลิ่งชัน - เขาแม่แก่,0+500,414,296,0,0,0,"1,234",166,184,425,772,"3,491",44.314,0,1104,ขท.พิจิตร,พิจิตร
1287,100,สันมะเกลือ - เมืองปาน,5+700,"1,228","1,128",373,332,312,"1,296",595,450,306,284,"6,304",36.152,477,1000,ขท.ลำปางที่ 2,ลำปาง
1288,100,หนองหลวง - เปิ่งเคลิ่ง,5+800,355,77,9,0,0,469,60,15,0,0,985,7.614,0,426,ขท.ตากที่ 2 (แม่สอด),ตาก
1289,101,วังสำโรง - บางลาย,1+000,"1,214",217,1,1,0,383,83,65,62,90,"2,116",14.225,6,1043,ขท.พิจิตร,พิจิตร
1290,101,แม่สาย - กิ่วกาญจน์,1+500,"1,806",494,190,114,142,"3,059",165,113,108,88,"6,279",11.626,302,1778,ขท.เชียงรายที่ 2,เชียงราย
1290,101,แม่สาย - กิ่วกาญจน์,36+255,"1,616",803,122,131,207,"2,791",398,556,150,141,"6,915",22.892,258,1140,ขท.เชียงรายที่ 2,เชียงราย
1290,101,แม่สาย - กิ่วกาญจน์,64+704,642,582,121,113,113,"3,293",265,378,284,277,"6,068",23.566,366,1328,ขท.เชียงรายที่ 2,เชียงราย
1290,102,กิ่วกาญจน์ - เชียงของ,78+160,692,769,57,44,30,"3,521",251,275,255,121,"6,015",16.226,200,598,ขท.เชียงรายที่ 2,เชียงราย
1292,100,ห้วยข้าวก่ำ - น้ำจุน,4+000,642,174,0,1,0,"1,097",96,41,37,9,"2,097",8.774,24,1027,ขท.พะเยา,พะเยา
1292,200,พวงพยอม - แม่ลอยไร่,36+279,"2,246","2,360",118,106,99,"2,858",217,225,151,136,"8,516",10.968,198,1986,ขท.เชียงรายที่ 2,เชียงราย
1293,100,สุโขทัย - ท่าฉนวน,3+725,"2,370",703,5,6,0,186,107,24,7,9,"3,417",4.478,33,1819,ขท.สุโขทัย,สุโขทัย
1293,200,ท่าฉนวน - บางระกำ,53+000,735,233,2,0,3,"1,579",88,92,149,416,"3,297",22.687,10,674,ขท.พิษณุโลกที่ 1,พิษณุโลก
1294,100,เมืองเก่า - อุทยานแห่งชาติศรีสัชนาลัย,11+500,"1,473",47,0,0,0,288,91,71,10,9,"1,989",9.1,10,1283,ขท.สุโขทัย,สุโขทัย
1295,100,กกไม้แดง - เนินมะปราง,6+500,"1,660",176,6,2,1,961,62,26,59,7,"2,960",5.304,11,792,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1296,100,ท่างาม - โป่งแค,0+500,"1,810",488,28,22,3,"1,257",202,75,121,54,"4,060",11.749,46,1395,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1298,100,บ้านใหม่ - หนองลาว,3+000,902,200,6,0,0,"1,479",103,45,66,15,"2,816",8.132,21,516,ขท.พะเยา,พะเยา
1299,100,เวียงชัย - บ้านปง,1+000,510,420,41,9,12,"2,626",145,102,94,31,"3,990",9.85,86,1980,ขท.เชียงรายที่ 2,เชียงราย
1300,100,ฆะมัง - โพธิ์ประทับช้าง,0+200,722,384,7,7,0,896,150,37,13,80,"2,296",12.5,7,674,ขท.พิจิตร,พิจิตร
1301,100,หนองขนาก - หนองระมาน,4+825,342,136,8,1,0,528,76,85,46,9,"1,231",17.628,10,270,ขท.พิจิตร,พิจิตร
1301,200,หนองระมาน - วังโป่ง,12+000,884,24,0,5,0,32,62,23,78,20,"1,128",16.667,51,977,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1303,100,ปลายนา - หนองตูม,6+200,279,114,1,0,0,893,92,77,73,80,"1,609",20.012,27,535,ขท.พิษณุโลกที่ 1,พิษณุโลก
1304,100,หัวดง - ยางสามต้น,7+700,530,169,9,0,0,826,55,114,15,22,"1,740",11.839,6,753,ขท.พิจิตร,พิจิตร
1306,100,ห้วยสัก - บ้านดอน,1+000,"2,325","2,065",65,49,32,"4,438","1,968","1,448","1,428","1,365","15,183",41.428,1479,3314,ขท.เชียงรายที่ 1,เชียงราย
1308,100,เตว็ดใน - วังทองแดง,1+500,"1,136",534,14,1,0,209,122,66,118,67,"2,267",16.498,132,1003,ขท.สุโขทัย,สุโขทัย
1309,100,ป่าแดง - หนองตม,1+200,"1,000",937,21,27,26,"1,152",213,32,27,27,"3,462",10.168,16,870,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1310,100,ทับยายเชียง - พรหมพิราม,2+400,977,984,23,34,31,986,422,194,66,36,"3,753",20.863,20,883,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1311,100,คีรีมาศ - หนองบัว,3+000,948,371,0,0,0,34,51,59,72,37,"1,572",13.931,4,603,ขท.สุโขทัย,สุโขทัย
1312,100,สามง่าม - กำแพงดิน,2+050,665,677,0,0,3,"1,065",392,319,464,340,"3,925",38.675,50,517,ขท.พิจิตร,พิจิตร
1312,200,กำแพงดิน - สามแยกกำแพงดิน,11+400,981,511,16,0,0,503,127,57,188,34,"2,417",16.798,13,1111,ขท.พิษณุโลกที่ 1,พิษณุโลก
1313,101,บางมูลนาก - บางไผ่,9+000,511,556,0,0,0,541,47,24,51,12,"1,742",7.692,2,820,ขท.พิจิตร,พิจิตร
1314,100,ท่าตอน - แม่แหลง,10+000,241,110,0,0,0,"1,013",35,0,0,0,"1,399",2.502,7,956,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1317,101,ดอนจั่น - สันกลางใต้,1+140,"38,836","4,416","1,650",123,638,"1,160","2,092","1,212",266,32,"50,425",8.652,195,15126,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1317,102,สันกลางใต้ - ห้วยแก้ว,36+000,"1,389",790,17,0,0,941,57,9,0,0,"3,203",2.061,14,827,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1318,102,ปากน้ำ - ศรีนคร,11+750,920,131,11,5,6,178,52,22,35,12,"1,372",9.621,41,428,ขท.สุโขทัย,สุโขทัย
1319,100,คีรีมาศ - อุทยานแห่งชาติรามคำแหง,1+500,"3,033",163,7,5,0,152,122,63,39,22,"3,606",6.961,54,1684,ขท.สุโขทัย,สุโขทัย
1322,100,แม่จา - รินหลวง,56+000,606,659,3,37,3,"1,362",136,21,0,0,"2,827",6.969,21,3317,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1322,100,แม่จา - รินหลวง,89+800,67,14,2,0,0,454,45,1,0,0,583,7.89,1,652,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1322,100,แม่จา - รินหลวง,127+056,186,73,36,0,6,878,59,27,18,14,"1,297",9.561,16,604,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1324,200,ทุ่งป่ากระถิน - พญาแมน,6+000,324,209,0,0,0,576,59,76,60,4,"1,308",15.214,8,405,ขท.อุตรดิตถ์ที่ 1,อุตรดิตถ์
1326,100,ร่องบัวทอง - สบเปา,6+075,"1,245",726,89,84,114,"2,464",121,106,120,105,"5,174",12.563,232,1320,ขท.เชียงรายที่ 2,เชียงราย
1327,100,บ้านด่านลานหอย - ทุ่งเสลี่ยม,20+000,727,831,248,226,238,846,624,583,684,571,"5,578",52.456,106,807,ขท.ตากที่ 1,สุโขทัย
1328,100,แสงภา - นาปอ,7+000,397,173,5,0,0,381,180,26,5,0,"1,167",18.081,47,558,ขท.เลยที่ 2 (ด่านซ้าย),เลย
1328,100,แสงภา - นาปอ,20+643,419,168,1,0,0,372,175,14,2,1,"1,152",16.667,42,583,ขท.เลยที่ 2 (ด่านซ้าย),เลย
1329,100,นาป้อใต้ - บ้านเอื้อม,0+500,"1,972","1,702",353,367,304,"2,549",471,401,312,311,"8,742",24.777,464,2587,ขท.ลำปางที่ 2,ลำปาง
1330,102,แม่ทุเลา - ท่าแพ,22+000,230,33,0,0,0,18,2,3,0,0,286,1.748,6,520,ขท.สุโขทัย,สุโขทัย
1331,100,พรานกระต่าย - ลานไผ่,1+000,363,83,18,1,1,"2,398",21,332,86,66,"3,369",15.049,32,2005,ขท.ตากที่ 1,กำแพงเพชร
1332,100,นาไผ่ล้อม - ถ้ำแม่ย่า,6+000,609,38,4,2,2,151,93,52,11,5,967,17.063,17,357,ขท.สุโขทัย,สุโขทัย
1333,100,แม่สะนาน - ผักเฮือก,0+500,49,43,13,0,0,21,22,0,0,0,148,14.865,0,62,ขท.น่านที่ 2,น่าน
1333,100,แม่สะนาน - ผักเฮือก,42+715,300,79,44,38,0,28,45,23,0,0,557,19.031,14,292,ขท.น่านที่ 2,น่าน
1335,101,ห้วยเดื่อ - หัวทุ่ง,1+000,"1,026","1,100",638,485,382,"1,620",590,488,362,371,"7,062",37.921,293,1375,ขท.ลำปางที่ 2,ลำปาง
